login_id,user_id,timestamp,ip_address,city,country,geolocation_lat,geolocation_lon,user_agent,login_success,mfa_change_flag,impossible_travel_flag,typing_cadence_ms,session_id
LGN0002138,U0349,2026-03-04T06:59:21.850598,196.220.247.44,Rodriguezburgh,TV,-79.902297,-116.781418,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/54.0.866.0 Safari/534.0",1,0,0,133,03c10fde-35be-4655-97ed-5a9004eb6b3c
LGN0002139,U0464,2026-03-02T05:46:21.850725,6.132.188.238,West Danny,BF,-78.6954625,101.819229,Mozilla/5.0 (Android 4.4.2; Mobile; rv:56.0) Gecko/56.0 Firefox/56.0,1,0,0,227,547fd93e-89e3-4874-bd01-f365be62a07d
LGN0002140,U0426,2026-03-05T05:51:21.850861,110.232.157.140,Browntown,CF,-36.8887225,-93.241968,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/30.0.876.0 Mobile/97V209 Safari/536.0",1,0,0,109,5be83564-cdc2-4d1c-b7da-d860e552e062
LGN0002141,U0373,2026-03-04T00:36:21.850983,34.62.134.42,Mirandamouth,NL,74.592866,178.732559,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6; rv:1.9.4.20) Gecko/4816-04-30 15:17:02.376648 Firefox/3.8,1,0,0,213,6fcd019d-1c43-4c40-be87-06662c5dc3cf
LGN0002142,U0495,2026-02-27T15:54:21.851127,149.82.176.136,West Kristen,MD,-26.21014,-86.335889,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.0),1,0,0,270,cc99f918-957f-4b8d-8e84-d33ce27c60d8
LGN0002143,U0162,2026-02-28T11:24:21.851216,84.169.252.57,Lake Emily,MV,61.1314935,-134.159027,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/4.0),0,0,1,41,8b15b87e-1a90-47b4-b7c4-50df9f58c885
LGN0002144,U0381,2026-03-01T22:11:21.851304,214.106.228.228,North Christinefurt,AO,8.0948165,-60.05508,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.29.6 (KHTML, like Gecko) Version/5.0.5 Safari/531.29.6",1,0,1,21,56d944cd-e1b2-403b-9038-a1358e01191c
LGN0002145,U0474,2026-02-26T17:12:21.851405,2.39.205.168,Lewismouth,TZ,-1.7269465,60.347907,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.0),1,0,0,164,c7197492-ded2-4a7a-8f1c-a04da756a3eb
LGN0002146,U0482,2026-03-01T19:43:21.851507,221.96.195.44,Josephtown,PK,-58.331447,-140.937131,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.0),1,0,0,140,209fae72-a8b0-427a-a0a9-8653e6885c35
LGN0002147,U0409,2026-02-28T23:57:21.851592,181.133.120.176,Englishfort,BI,-47.982434,89.838954,Opera/8.22.(X11; Linux i686; sc-IT) Presto/2.9.184 Version/11.00,0,0,0,282,1b88d709-def0-4f9a-b613-1970396897fa
LGN0002148,U0205,2026-03-01T06:52:21.851693,113.47.173.136,Katieborough,MG,-22.306913,149.967376,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/9.7l3864.0 Mobile/84C858 Safari/535.0",0,0,0,348,d04ed946-f509-4449-a7f3-4fde2555b553
LGN0002149,U0017,2026-03-05T00:17:21.851826,23.3.150.99,Arthurview,HN,61.8019835,-20.594555,Opera/9.41.(Windows NT 5.0; sc-IT) Presto/2.9.174 Version/12.00,1,1,0,249,260ea3bf-584c-439b-aedb-bf7fb37efa0a
LGN0002150,U0093,2026-02-28T20:44:21.851916,2.8.216.228,Aliciaville,NE,53.700779,144.807466,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_7 rv:4.0; ha-NG) AppleWebKit/531.19.5 (KHTML, like Gecko) Version/5.0 Safari/531.19.5",1,0,0,300,cb4e440e-6825-453f-8d91-93254ef88320
LGN0002151,U0494,2026-03-05T04:30:21.852015,82.41.98.167,Ryanberg,JM,-80.8165385,96.214153,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.5.5 (KHTML, like Gecko) Version/5.0.4 Safari/534.5.5",0,0,0,103,617fc21f-4abe-4f13-b5a4-b33f1a70a787
LGN0002152,U0318,2026-03-05T11:30:21.852117,213.74.221.99,Port Marychester,VA,-87.5721665,18.652462,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/3.1),1,0,1,27,6cfe36cb-8a3b-4d6f-b571-f7d2ee3e3097
LGN0002153,U0475,2026-02-27T12:49:21.852204,125.45.111.42,East Crystal,DO,-60.850562,149.472397,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ca-IT) AppleWebKit/535.39.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.39.2",1,0,0,383,87d49875-249c-45a6-871a-92e4e5f5ca73
LGN0002154,U0439,2026-03-01T13:38:21.852303,27.231.76.102,Williamport,CR,-78.5070015,-29.512657,Mozilla/5.0 (Windows NT 5.1; mk-MK; rv:1.9.1.20) Gecko/3667-03-30 02:30:58.258865 Firefox/3.6.5,1,0,0,289,b41d4fa0-b5f7-4aca-a394-8affe85a334d
LGN0002155,U0202,2026-02-28T23:57:21.852435,119.153.53.22,West Michael,PG,-34.973091,179.208639,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/6194-04-29 13:48:19.738724 Firefox/6.0,0,0,0,84,bfd250de-9fa1-4af4-b2d3-b33c5e4a70ed
LGN0002156,U0083,2026-03-01T17:23:21.852568,166.136.152.250,West Juliamouth,KR,38.676217,37.679811,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.1),1,0,0,280,f1033fa4-d8c7-4f50-b5cb-162b02d9028d
LGN0002157,U0229,2026-02-28T17:24:21.852656,100.32.186.178,Kellychester,ST,-39.285971,54.669468,Opera/8.21.(Windows CE; hy-AM) Presto/2.9.166 Version/10.00,0,0,0,238,b0a285ef-9e44-4316-b063-d0fa8dffa3ba
LGN0002158,U0372,2026-02-28T23:25:21.852760,23.50.107.142,Mckinneyshire,KP,66.0943635,-132.056793,Opera/8.72.(Windows NT 5.1; mk-MK) Presto/2.9.175 Version/11.00,1,0,0,282,146400cb-14f6-4407-9deb-e203834ca59a
LGN0002159,U0094,2026-03-01T21:54:21.852861,38.60.221.163,Carolynbury,TN,-61.2589875,130.15341,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0; rv:1.9.2.20) Gecko/2865-02-25 10:13:34.794506 Firefox/3.6.2,1,0,1,44,edf763c9-ff82-4bcf-8e4e-891caf98f961
LGN0002160,U0479,2026-03-03T12:14:21.852993,216.198.90.145,Thomasbury,SO,76.309781,42.087265,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.0),1,0,0,226,266944f8-56e1-4a1d-80a2-2ca703b0b2df
LGN0002161,U0178,2026-03-02T00:52:21.853091,45.110.170.243,Port Stephenburgh,CI,-38.4269615,73.635035,"Mozilla/5.0 (iPad; CPU iPad OS 17_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/12.5r9519.0 Mobile/71O234 Safari/536.2",1,0,0,230,31543186-8ab6-4692-9695-1135464a9fd1
LGN0002162,U0464,2026-02-27T09:33:21.853225,4.105.142.150,South Susan,TG,40.984194,158.103815,Opera/9.43.(X11; Linux x86_64; iw-IL) Presto/2.9.163 Version/10.00,1,0,1,10,120b6893-597c-4c77-99c1-5b7651e4b935
LGN0002163,U0053,2026-03-03T09:32:21.853317,141.31.234.139,North Elizabethborough,CM,83.0983375,-14.421871,Mozilla/5.0 (Windows NT 5.2; ur-IN; rv:1.9.2.20) Gecko/5788-01-14 13:12:22.329376 Firefox/3.8,1,0,0,370,322df857-d0d0-490f-a91e-4532b428d1c7
LGN0002164,U0186,2026-03-01T00:04:21.853449,113.253.136.221,Joshuaborough,VE,36.4836685,133.711673,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/3.1),1,0,0,255,0edd3797-28e4-41d9-a6af-e5ec153db645
LGN0002165,U0433,2026-03-01T10:09:21.853534,52.30.56.147,Coleshire,MC,-66.792722,34.629256,Mozilla/5.0 (Windows CE; ur-IN; rv:1.9.2.20) Gecko/7958-09-14 20:52:45.623627 Firefox/5.0,1,0,0,223,565c1c7b-25cc-423a-87f1-d8e2a21c9b18
LGN0002166,U0293,2026-03-01T00:38:21.853677,33.87.139.67,Josechester,ZW,-60.1104855,40.462357,Mozilla/5.0 (Android 2.3.2; Mobile; rv:42.0) Gecko/42.0 Firefox/42.0,1,0,0,327,d603efb8-0724-4f69-ae21-490e2a0c8fca
LGN0002167,U0220,2026-03-01T13:03:21.853810,20.148.203.227,Davischester,BT,-45.4449265,-98.45633,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/5.0),1,0,0,93,0ae3d867-da2d-4eeb-b150-be5e52cbde54
LGN0002168,U0360,2026-02-27T06:22:21.853907,71.40.126.186,Brianland,BE,-20.721941,-90.367506,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.0),1,0,0,141,5619472f-8faa-4f56-8e68-984e609cdad1
LGN0002169,U0327,2026-03-04T13:25:21.853993,57.190.155.82,New Michael,AE,-45.998739,-77.148029,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_8 rv:3.0; ig-NG) AppleWebKit/534.30.6 (KHTML, like Gecko) Version/4.0.1 Safari/534.30.6",1,0,0,335,f5cdf3d8-64b3-4b1c-895f-a16e44f531b0
LGN0002170,U0243,2026-03-03T12:44:21.854095,114.59.169.216,Annaland,HT,68.917581,-18.251042,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ik-CA) AppleWebKit/533.47.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.47.6",1,0,1,46,12c9f0de-8672-42ec-8d88-fbca2c68ebb5
LGN0002171,U0453,2026-03-02T11:31:21.854195,153.245.137.108,North Robert,DJ,12.81605,138.246253,Opera/9.51.(Windows NT 10.0; uz-UZ) Presto/2.9.165 Version/11.00,0,0,0,237,73358aef-ad51-4e4e-8e24-037ccd93ca46
LGN0002172,U0031,2026-02-28T23:19:21.854284,109.118.91.169,North Jamie,PS,71.2542325,51.397613,Opera/9.48.(Windows 98; Win 9x 4.90; sid-ET) Presto/2.9.189 Version/10.00,1,0,0,177,daebd173-50c0-4d70-afa0-7e4503b1e419
LGN0002173,U0418,2026-02-28T16:11:21.854374,53.53.62.26,New Allison,TM,-5.0667445,137.082382,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; kl-GL) AppleWebKit/534.34.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6534.34.5",1,0,0,388,1a024df3-7bc0-48c0-b02d-595e9502a103
LGN0002174,U0385,2026-03-05T00:43:21.854472,52.207.142.225,South William,CG,-9.959638,-158.18774,Mozilla/5.0 (Windows NT 10.0; apn-IN; rv:1.9.2.20) Gecko/2591-04-15 20:23:28.581112 Firefox/3.8,1,0,1,34,b1f064e8-180b-4f8b-b5c9-3d144e500cf4
LGN0002175,U0007,2026-03-05T02:42:21.854605,150.56.123.224,South Jennifer,HR,-34.753064,167.506538,Opera/9.28.(X11; Linux i686; ff-SN) Presto/2.9.177 Version/11.00,1,0,0,338,d2883fd3-b536-4b8e-aaa7-2d9145e68fa4
LGN0002176,U0395,2026-03-05T09:03:21.854695,205.153.85.22,East Rogerborough,SR,89.468917,54.250439,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_6 rv:4.0; iw-IL) AppleWebKit/535.24.4 (KHTML, like Gecko) Version/4.0.3 Safari/535.24.4",1,1,0,125,926bca71-d9ed-4d69-9874-2c744b8bb497
LGN0002177,U0449,2026-03-02T19:34:21.854798,176.174.211.76,East John,ZW,72.3967055,-64.583222,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),1,0,0,380,9f776f4e-0198-4167-91c3-057df34f2444
LGN0002178,U0075,2026-02-28T14:58:21.854883,112.109.99.201,New Kristine,KR,-19.4004485,-38.312466,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_4 rv:2.0; bg-BG) AppleWebKit/534.31.5 (KHTML, like Gecko) Version/5.1 Safari/534.31.5",1,0,0,214,7a47a49d-7fdd-4055-b7d2-d4267bfb7564
LGN0002179,U0030,2026-03-02T11:55:21.854982,15.72.249.8,Torresfort,DO,-42.346097,-120.289437,Opera/9.60.(X11; Linux i686; ru-UA) Presto/2.9.167 Version/11.00,1,0,0,92,fc61f728-9a78-4806-8e53-00fffd77cf61
LGN0002180,U0323,2026-02-28T16:05:21.855089,126.33.121.218,Knightland,AL,67.0087105,177.423351,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ts-ZA) AppleWebKit/533.49.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.49.7",1,0,0,110,d2b9a2af-3872-414f-ae0a-a7fc9ae61bca
LGN0002181,U0210,2026-02-28T00:11:21.855207,62.223.188.149,Lake Darryl,VU,-68.461572,-61.029442,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_7 rv:3.0; byn-ER) AppleWebKit/535.36.1 (KHTML, like Gecko) Version/5.1 Safari/535.36.1",1,0,0,85,0324a82b-c4a9-4226-98b1-686ab0be2928
LGN0002182,U0348,2026-02-28T09:41:21.855312,27.142.129.248,Rivasland,CV,-80.4073345,34.775555,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/13.7h6068.0 Mobile/07O830 Safari/536.0",0,0,0,400,f0cfd08d-541e-44ff-a977-dcc001a545f9
LGN0002183,U0436,2026-02-27T14:39:21.855465,96.49.93.247,New Rebecca,ZW,-27.5919545,148.752101,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.1),1,0,0,310,155b9b41-cc7d-4d98-98cf-9f80b082a67d
LGN0002184,U0013,2026-02-27T13:23:21.855558,9.45.127.6,New Dawnmouth,RS,-10.890988,53.717653,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; li-BE) AppleWebKit/531.9.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6531.9.5",1,0,0,250,bf80271e-f73d-4d3e-a839-f2eda61cd765
LGN0002185,U0438,2026-03-03T06:20:21.855665,36.167.41.225,New Megan,UY,-63.674876,-79.480903,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.0),1,0,1,38,8a222cb8-57ed-40a2-9e74-9e113bbc4d45
LGN0002186,U0048,2026-03-03T05:02:21.855755,150.124.212.217,Lake Emily,GB,58.5181395,-173.546364,Opera/9.66.(Windows NT 5.01; ig-NG) Presto/2.9.185 Version/11.00,1,0,0,352,c5570d01-3e70-4fbe-a33a-5dd7c223e686
LGN0002187,U0397,2026-03-03T06:51:21.855849,161.215.183.46,New Helenview,WS,-62.5479,-155.327381,Opera/9.11.(Windows 98; th-TH) Presto/2.9.188 Version/11.00,1,0,0,123,f4e663aa-3172-4201-8115-ae56314cf126
LGN0002188,U0107,2026-03-02T05:26:21.855945,61.125.163.252,West Jordanborough,MG,4.5218065,114.863055,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; is-IS) AppleWebKit/533.33.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.33.4",1,0,0,270,04f28945-c556-4679-acfc-061654254c56
LGN0002189,U0409,2026-02-27T20:06:21.856050,200.109.160.168,Port Kevin,SY,-81.623066,-73.929538,Opera/9.84.(X11; Linux x86_64; ps-AF) Presto/2.9.186 Version/10.00,1,0,0,82,772f3350-52ae-45e5-a497-ba552e49cde3
LGN0002190,U0451,2026-03-05T00:48:21.856140,28.6.222.213,Derekstad,ZA,87.5912735,-39.640558,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.2.3 (KHTML, like Gecko) Version/5.1 Safari/532.2.3",1,0,0,130,d789ae33-40da-4f24-9041-ecbf0a98702c
LGN0002191,U0146,2026-03-03T17:04:21.856238,191.219.140.14,Jaredstad,AE,0.8603685,-4.263403,Opera/8.38.(Windows CE; sd-PK) Presto/2.9.181 Version/11.00,1,0,0,123,69015264-767f-4782-bddf-e4d201a5f939
LGN0002192,U0448,2026-02-26T20:56:21.856328,221.221.172.61,Lambburgh,GY,60.077732,101.054763,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; pt-BR) AppleWebKit/532.22.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.22.6",1,1,0,209,155a64ff-e65b-425c-ab30-74ff03e3f913
LGN0002193,U0061,2026-02-28T10:15:21.856439,209.162.236.205,North Selenaview,TN,17.340435,114.041986,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/12.3b3213.0 Mobile/65M462 Safari/536.1",1,0,0,123,263a11e8-9972-45a8-8b6c-bc07a8e6e515
LGN0002194,U0331,2026-03-01T13:28:21.856575,23.13.250.103,West Jenniferstad,JM,-55.03714,-109.29552,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; rw-RW) AppleWebKit/531.33.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6531.33.1",1,0,0,324,7e895e90-a2b8-4fed-a0a4-77507a612da8
LGN0002195,U0132,2026-03-04T05:14:21.856677,11.43.230.177,Chaseview,DZ,-87.909998,60.125109,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/45.0.865.0 Safari/535.0",1,0,0,340,481e6e91-9813-4020-87d5-36c94891ac81
LGN0002196,U0305,2026-03-05T10:28:21.856799,47.91.215.63,Ashleystad,UA,-7.987918,-43.418778,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3; rv:1.9.2.20) Gecko/3518-05-16 20:11:17.225754 Firefox/3.6.8,0,0,0,373,58b6f641-7fff-472b-8617-fb808054f47a
LGN0002197,U0429,2026-02-27T02:35:21.856932,210.226.47.66,Shelbymouth,SZ,-42.3282585,78.826211,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/3.0),1,0,0,118,c2bd905d-e2a4-4aca-9197-590b6068a6b8
LGN0002198,U0005,2026-02-28T19:32:21.857018,75.103.81.159,East Monica,ST,48.9684205,-171.59335,"Mozilla/5.0 (Linux; Android 2.2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/42.0.855.0 Safari/533.1",1,0,0,246,8ffedb5e-311d-4154-8bae-58574098850e
LGN0002199,U0429,2026-03-04T15:03:21.857127,216.233.65.35,Sullivanstad,NZ,19.6350595,139.062147,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.0),1,0,0,174,33e18821-27fe-4f48-99b7-b39a2b0d2c23
LGN0002200,U0348,2026-03-01T00:33:21.857225,123.155.102.59,Warrentown,IQ,-31.21055,-93.661272,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.0),1,0,0,118,7c04e4c9-a07b-480e-945a-6d0f01bfd9e8
LGN0002201,U0224,2026-02-28T01:32:21.857321,195.181.244.139,Johnsonside,MN,-53.934538,62.125227,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.0),1,0,0,94,30d0ef49-14b5-4ce9-9ac3-ff28785ac56b
LGN0002202,U0381,2026-03-01T05:19:21.857420,137.146.121.134,North Christopherfurt,TZ,88.1190925,105.13295,"Mozilla/5.0 (Linux; Android 3.2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/32.0.869.0 Safari/535.0",1,0,0,202,e8f81ab7-3455-429f-84c1-3e76b764ecbc
LGN0002203,U0451,2026-03-02T15:04:21.857529,37.218.114.225,West Maryshire,BW,31.95109,-172.213233,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/10.7b8898.0 Mobile/92B300 Safari/531.2",1,0,0,374,c9daabb7-a888-46d3-a423-49deb5dd3250
LGN0002204,U0390,2026-02-28T12:57:21.857664,82.124.100.213,West Tammy,KH,-51.0987995,158.286038,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/3.0),1,0,0,340,e20c39a0-9b35-4fc8-a76c-10cb90308f82
LGN0002205,U0248,2026-03-02T01:46:21.857750,55.9.175.119,Lake Danny,BT,-14.117861,-139.65192,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),1,1,0,237,43a801cf-4139-41c3-944b-bb98eae2759a
LGN0002206,U0442,2026-03-01T10:44:21.857835,64.169.48.252,South Morganland,KW,29.7787345,109.532429,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; bem-ZM) AppleWebKit/533.3.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6533.3.1",1,0,0,159,61a21ec4-4e18-42f4-b439-85491a9d53e0
LGN0002207,U0487,2026-02-26T20:05:21.857935,64.124.188.83,Sextonland,BS,18.5947585,123.582144,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.1),1,0,0,221,2e13fd31-7c3a-4120-872d-8856dc6c0f22
LGN0002208,U0003,2026-02-28T00:45:21.858098,109.191.68.10,Lake Georgetown,BT,-70.6615055,170.49295,"Mozilla/5.0 (iPad; CPU iPad OS 17_2_1 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/28.0.810.0 Mobile/07R708 Safari/532.1",1,0,0,367,db4e5ae6-3383-401d-9d1b-497060affe17
LGN0002209,U0122,2026-02-27T16:36:21.858313,115.213.224.240,South Scott,TN,-15.798487,57.44365,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7537-09-29 19:35:04.102203 Firefox/3.6.3,1,0,0,205,9a47b091-3b82-4c5f-8df7-f457101eb530
LGN0002210,U0063,2026-02-27T11:02:21.858524,183.26.197.9,Benjaminborough,ET,-81.578885,-170.535629,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/4682-02-27 13:27:07.864120 Firefox/3.8,1,0,0,115,b4e0e5d9-2110-4343-b030-2a00e0e57f5f
LGN0002211,U0038,2026-03-04T07:17:21.858724,86.35.69.168,Villarrealfort,GN,36.0165425,118.955614,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),1,0,0,363,72bd7178-6281-4215-91c9-8503c98504d0
LGN0002212,U0430,2026-03-01T11:45:21.858857,198.186.146.96,Lake Natalieburgh,MV,21.52726,104.884389,"Mozilla/5.0 (iPad; CPU iPad OS 17_3_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/30.0.802.0 Mobile/08A866 Safari/535.0",1,0,0,297,79f3ea0f-a31b-4351-b833-a1b80d62efd5
LGN0002213,U0081,2026-02-28T20:41:21.859019,38.224.101.68,Morenoshire,BN,89.3206055,112.905974,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/12.3t4879.0 Mobile/08B872 Safari/534.2",1,0,0,224,43059271-5598-43bf-9dfa-76654d0aa034
LGN0002214,U0010,2026-02-27T19:18:21.859203,83.80.65.139,Stevenville,BH,-88.1621635,-118.948275,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.42.6 (KHTML, like Gecko) Version/4.1 Safari/534.42.6",1,0,0,95,dbb6f7cf-87cf-4170-90bd-e3877dc005bc
LGN0002215,U0075,2026-02-28T22:08:21.859350,220.59.165.185,North Derek,MR,43.324174,150.60658,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.0),0,0,0,358,71938fd5-d10d-471b-bcba-80bd55f6b3df
LGN0002216,U0407,2026-02-27T20:00:21.859473,74.128.67.61,West Tammyfort,WS,49.7040235,-94.442468,Opera/9.95.(Windows 98; vi-VN) Presto/2.9.171 Version/10.00,1,0,0,337,fa430904-68a3-4c2e-998d-d19216665a8d
LGN0002217,U0028,2026-02-28T14:33:21.859599,219.220.248.19,Port Jamie,IE,87.3568945,146.691335,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/532.44.7 (KHTML, like Gecko) Version/5.0.5 Safari/532.44.7",1,0,0,104,cfd16181-a453-4fd2-a1e4-602d7e05eb3b
LGN0002218,U0327,2026-03-03T01:02:21.859730,123.112.246.87,East Joseph,KZ,-81.3891325,-26.658913,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; st-ZA) AppleWebKit/532.2.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.2.6",1,0,0,198,709fa2ed-924d-425f-8996-b24a8e52570e
LGN0002219,U0289,2026-03-03T05:09:21.859862,100.169.57.46,Kellyview,ST,44.2840295,47.808044,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ss-ZA) AppleWebKit/534.22.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.22.3",1,0,0,370,231189d5-4926-4a00-8828-f65aa8735129
LGN0002220,U0253,2026-03-05T09:07:21.859999,22.2.231.96,Lake Rebecca,BE,-40.2857405,75.475327,"Mozilla/5.0 (Linux; Android 5.0.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/45.0.865.0 Safari/532.1",1,0,0,134,aad0364e-4837-4384-aeae-f2883868045c
LGN0002221,U0389,2026-03-01T09:15:21.860129,143.53.220.203,Lake Joshua,EG,4.1467755,-128.141051,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.16.2 (KHTML, like Gecko) Version/4.0.5 Safari/533.16.2",1,0,0,213,b6a6dec6-a4fd-46ed-856e-de3c8bc892c3
LGN0002222,U0365,2026-03-05T08:23:21.860264,208.236.239.170,Arnoldchester,NL,64.059505,-86.75313,Opera/9.63.(Windows NT 5.1; pl-PL) Presto/2.9.179 Version/10.00,1,0,0,185,1c8717b3-ad09-4f8f-a45d-70288aa25c7d
LGN0002223,U0251,2026-03-01T00:08:21.860382,95.42.137.144,South Christinabury,BA,75.516904,50.702162,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_6) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/39.0.869.0 Safari/536.0",0,0,0,290,70a8f2b8-4551-4372-a7cf-da9deafd2cbc
LGN0002224,U0242,2026-02-28T07:05:21.860527,91.125.87.118,New Andrew,MU,16.5069045,15.978701,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8316-01-27 20:41:21.635040 Firefox/3.8,1,0,0,83,ba9ebff8-49b9-453f-94e4-5a55ffaa9c1f
LGN0002225,U0198,2026-02-28T22:01:21.860685,176.135.125.198,Jaredville,TR,-83.87481,45.639687,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.50.1 (KHTML, like Gecko) Version/5.1 Safari/534.50.1",0,0,0,173,b15f9256-7c7c-4543-8107-476f8c23f891
LGN0002226,U0047,2026-03-03T21:31:21.860904,151.8.34.37,Ortegaview,EE,48.820194,-19.710691,Mozilla/5.0 (Android 2.3.6; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,1,0,0,234,75bbba1c-e928-416e-85d6-a5a72f68a042
